beerName,beerStyle,upc,quantityOnHand,price,createdDate,updateDate
Amber Coast Bock,GOSE,888244237092,267,23.46,2020-07-31T22:33:46,2020-10-20T21:22:00
Golden Forest Porter,WHEAT,155532846464,305,5.36,2022-04-30T09:01:34,2024-04-07T16:33:35
Crispy Dragon Gose,PORTER,723464638425,179,7.12,2022-03-05T13:24:35,2023-10-01T07:42:48
Wild Fox IPA,ALE,963868474407,223,12.61,2024-05-03T09:10:59,2024-09-21T21:19:53
Bright Bear Wheat,IPA,679543623920,431,14.03,2021-01-01T23:05:43,2022-06-21T19:16:13
Sweet Raven Gose,STOUT,952886134691,258,11.95,2020-05-30T15:56:16,2021-04-22T01:21:40
Rustic Coast Lager,IPA,743226069554,450,12.95,2020-03-16T22:45:58,2023-11-05T14:12:48
Smooth Dragon Pilsner,PALE_ALE,217605517085,165,3.83,2024-11-30T06:42:21,2024-12-19T05:40:28
Bright Storm Gose,LAGER,040362617943,309,13.44,2024-10-01T14:53:04,2024-10-14T23:11:05
Cloudy Peak Stout,LAGER,343162857038,380,17.86,2023-07-31T16:31:15,2023-10-18T03:55:05
Frosty Coast IPA,PILSNER,186476267453,36,4.56,2023-07-27T21:32:44,2024-03-17T13:27:51
Bright Wolf Pilsner,LAGER,949836160042,181,20.09,2021-04-06T10:24:02,2024-04-06T08:18:27
Cloudy Tiger Pilsner,IPA,637760819431,436,3.57,2024-10-09T23:47:09,2024-11-14T01:30:47
Hoppy Ridge Bock,STOUT,799343048065,230,9.44,2024-05-09T00:25:45,2024-07-02T01:35:16
Smooth Peak IPA,PORTER,891834307185,179,11.7,2021-06-28T21:09:31,2023-06-24T00:12:55
Roasted Tiger Porter,WHEAT,906767006500,9,15.55,2020-10-28T05:54:57,2021-02-15T23:41:49
Rustic Fox Bock,ALE,221993829529,214,16.25,2024-10-14T08:18:16,2024-12-02T21:40:34
Bitter Valley IPA,PALE_ALE,682321093153,19,17.83,2024-09-01T22:00:39,2024-10-16T16:04:35
Hazy Peak Lager,IPA,974457647595,54,12.92,2020-12-01T10:56:22,2021-09-17T10:17:15
Bitter Creek Gose,PORTER,678736796354,466,15.39,2020-07-22T13:59:21,2023-10-01T13:49:01
Roasted River Lager,PORTER,301030994606,165,24.7,2021-04-30T10:31:09,2023-01-13T02:07:54
Malty Peak Porter,GOSE,793651471102,360,13.61,2021-01-12T14:54:22,2021-04-10T01:59:43
Frosty Tiger Stout,PORTER,788948169513,172,4.04,2020-10-27T11:04:29,2023-02-24T19:52:13
Roasted Storm Pilsner,STOUT,269411313771,76,16.09,2024-04-20T17:40:16,2024-05-07T13:45:10
Hoppy Forest IPA,PALE_ALE,549760253352,99,4.24,2022-12-30T13:39:10,2024-01-24T21:18:10
Bitter Storm Stout,PALE_ALE,668139138655,59,24.05,2020-06-26T03:31:12,2022-09-07T22:06:54
Session Forest Porter,WHEAT,221868638200,496,10.98,2020-07-12T09:07:08,2021-10-31T13:55:20
Rustic Bear Gose,ALE,700984027498,55,15.95,2023-12-02T11:00:20,2024-03-14T13:11:42
Crispy Raven Bock,STOUT,453834748112,140,6.5,2024-12-04T03:08:40,2024-12-18T10:55:04
Smooth Coast Stout,SOUR,872561206287,214,14.41,2021-06-24T15:40:10,2024-08-08T10:54:23
Hazy River Bock,PORTER,013766197903,219,21.26,2023-12-08T23:07:24,2024-10-14T05:40:17
Roasted Lion Sour,PALE_ALE,722268070095,311,24.78,2024-12-22T13:06:53,2024-12-28T14:18:14
Ancient Fox Bock,PORTER,108077970782,343,24.28,2021-03-08T06:21:24,2022-11-11T14:49:07
Dark Tiger Wheat,PILSNER,624345832711,6,20.07,2023-04-27T22:17:02,2024-08-05T15:33:34
Imperial Bear Ale,PILSNER,296588172622,89,17.03,2022-12-22T22:38:21,2023-10-06T02:07:45
Malty Mountain Lager,GOSE,484950176146,272,21.48,2024-05-17T15:00:06,2024-10-22T02:12:56
Hoppy Raven Stout,ALE,580618446499,248,11.31,2024-03-31T00:40:38,2024-09-07T10:33:39
Smooth Wolf Gose,STOUT,672796393580,285,23.52,2024-02-28T01:58:59,2024-09-02T07:29:40
Frosty Fox Sour,IPA,534516738643,196,24.57,2024-02-27T11:43:46,2024-06-23T19:11:03
Hoppy Coast Lager,WHEAT,949603260236,145,17.05,2024-12-16T04:37:01,2024-12-19T08:50:36
Smooth Ridge Gose,LAGER,999095070838,38,10.74,2022-12-30T17:14:59,2024-11-19T09:49:54
Amber Storm IPA,ALE,034276831255,158,6.05,2023-05-12T03:19:33,2024-08-14T13:20:36
Wild Eagle Wheat,SOUR,748838168273,99,13.41,2020-01-06T00:36:39,2024-12-07T07:14:57
Bright Falcon Ale,PALE_ALE,579358381145,290,5.85,2023-02-15T05:48:27,2024-06-17T08:27:13
Hoppy Forest Stout,PALE_ALE,531555517561,84,5.69,2024-09-19T10:59:12,2024-12-04T21:08:47
Smooth Peak Bock,STOUT,527966706789,78,14.24,2022-11-19T22:37:08,2024-12-12T00:38:53
Bold Creek Stout,WHEAT,370862374897,15,9.11,2020-09-12T23:14:03,2022-08-04T05:41:31
Hazy Dragon Pilsner,GOSE,948055458448,190,16.95,2023-08-13T14:11:14,2023-10-17T19:45:42
Amber Tiger Pilsner,ALE,871601091828,103,9.11,2023-11-06T14:43:38,2024-03-01T03:32:57
Ancient River Ale,PORTER,158887117120,34,15.18,2021-01-30T01:12:51,2023-02-10T04:36:36
Rustic Storm Bock,GOSE,241829654975,358,6.31,2024-04-09T16:09:13,2024-12-26T08:08:24
Crispy River Bock,PORTER,946727075555,405,4.84,2024-04-19T08:17:45,2024-12-13T08:30:29
Hazy Valley Gose,IPA,069735881281,39,21.86,2023-08-23T03:21:38,2024-03-31T07:51:47
Smooth Eagle IPA,WHEAT,190047331327,385,10.71,2020-01-31T01:33:34,2024-07-01T18:27:32
Frosty Storm Wheat,PORTER,726722926670,75,6.65,2024-03-19T03:45:55,2024-10-05T11:09:05
Session Raven Pilsner,PORTER,196180331509,279,21.24,2021-02-04T05:59:42,2024-03-15T13:07:46
Dark Dragon Gose,PILSNER,448013947975,310,4.07,2021-02-28T20:55:48,2021-12-13T11:24:00
Bitter Creek Wheat,STOUT,064845928579,428,24.15,2022-05-14T14:39:13,2023-04-18T03:54:46
Crispy Wolf Stout,WHEAT,263682902350,489,15.71,2021-06-03T09:33:59,2021-10-12T12:28:50
Smooth Raven Gose,LAGER,547812075423,253,17.04,2021-05-28T00:38:40,2022-09-13T05:01:13
Crispy Falcon Stout,LAGER,325923714179,104,16.06,2021-02-11T21:49:30,2023-01-22T03:35:37
Bold Tiger Pilsner,PALE_ALE,247526092531,48,9.29,2020-07-24T13:21:45,2022-12-11T14:10:56
Hazy Storm Pilsner,GOSE,851073719776,114,4.76,2024-11-11T13:47:05,2024-12-03T08:34:06
Hoppy Bear Gose,PILSNER,096631014326,66,9.83,2020-04-24T14:51:59,2022-09-05T03:17:35
Bold Wolf Sour,PILSNER,884660193498,486,7.21,2022-02-24T00:17:40,2024-02-06T14:51:30
Hazy Mountain Gose,IPA,789712594752,453,11.42,2021-09-09T17:30:04,2023-04-07T11:11:40
Ancient Creek Lager,IPA,281882600781,462,6.1,2022-10-24T16:00:43,2022-10-26T04:59:00
Ancient Bear Porter,IPA,102209920402,255,15.95,2024-11-17T07:31:02,2024-12-07T02:10:15
Hoppy Coast Wheat,LAGER,883266421331,262,21.03,2021-06-23T10:13:33,2022-02-02T00:00:37
Hazy Hawk Gose,WHEAT,215748777411,133,13.19,2020-12-27T18:14:00,2021-07-30T05:42:59
Bright Bear Porter,WHEAT,212684707622,28,13.91,2022-10-08T17:14:55,2023-10-23T20:35:10
Hoppy Peak Stout,PORTER,577903360611,64,5.97,2021-01-22T06:02:45,2022-08-08T14:59:01
Cloudy Dragon Lager,PALE_ALE,003684053367,456,5.06,2021-09-20T08:55:57,2024-12-13T19:08:06
Wild Hawk Lager,GOSE,096069051154,469,11.89,2021-05-11T04:48:45,2024-12-27T09:48:08
Smooth Storm Porter,WHEAT,669588189330,210,8.64,2021-01-10T21:47:24,2024-09-25T23:07:34
Golden Forest Porter,WHEAT,240086541784,220,7.89,2024-02-02T20:37:53,2024-08-19T18:29:55
Bold Forest Pilsner,ALE,050771314519,36,11.78,2020-02-06T11:55:23,2022-09-01T20:15:36
Bitter Peak Pilsner,WHEAT,424127935850,460,9.06,2023-03-06T03:52:51,2023-09-29T03:51:09
Bitter Creek Sour,STOUT,972797630880,102,13.49,2022-05-18T13:57:00,2022-10-06T23:08:45
Imperial Bluff Ale,PALE_ALE,141028615756,282,4.43,2022-07-10T10:20:05,2023-06-18T23:40:05
Wild Hawk Stout,PORTER,136387117842,141,17.32,2022-08-24T21:36:35,2023-10-05T18:06:56
Roasted Dragon IPA,GOSE,166851363215,187,24.2,2020-06-11T11:55:47,2021-02-05T20:42:29
Malty Bear Sour,ALE,543654350787,414,21.5,2023-08-09T06:18:01,2024-01-13T17:41:06
Wild Lion Porter,IPA,744076327921,271,14.26,2020-01-14T22:35:46,2021-01-10T22:54:31
Frosty Bluff Stout,ALE,342651993441,390,5.69,2024-03-13T22:21:09,2024-11-27T18:05:30
Session Raven Pilsner,STOUT,882615085725,366,19.73,2021-02-16T11:35:55,2023-03-06T13:57:13
Sweet Tiger Pilsner,PILSNER,302158557417,96,14.32,2024-01-01T04:34:41,2024-09-26T14:20:45
Bright River Gose,WHEAT,680688966160,271,14.18,2021-07-19T12:58:20,2021-09-27T18:41:37
Bright Hawk Sour,SOUR,815578025373,134,9.56,2020-07-22T12:51:32,2022-01-31T13:33:11
Imperial River Sour,SOUR,672893624451,483,16.41,2024-04-06T06:52:13,2024-04-29T00:29:29
Malty Coast Stout,ALE,402518119492,359,9.23,2024-05-25T19:33:15,2024-05-30T00:17:25
Malty Raven Bock,GOSE,363468032635,282,11.37,2023-01-23T11:59:33,2024-02-02T03:05:22
Wild Ridge Pilsner,LAGER,237577781387,150,7.98,2021-01-19T15:03:45,2022-12-06T18:42:14
Imperial Falcon Sour,WHEAT,748903162031,309,13.06,2023-10-20T20:06:22,2024-03-25T19:30:31
Crispy Eagle Stout,LAGER,024501683651,494,23.91,2020-08-05T22:27:06,2021-08-11T16:49:48
Bright Raven IPA,STOUT,759063204054,262,15.03,2024-01-07T11:17:57,2024-11-30T20:47:20
Golden Tiger Stout,SOUR,909504217491,381,13.62,2024-08-16T17:50:20,2024-12-11T10:22:46
Bitter Raven Ale,PALE_ALE,780013416596,396,18.35,2020-03-16T10:37:21,2024-07-12T02:30:23
Smooth Mountain Porter,SOUR,703839910612,14,5.83,2022-10-26T03:56:55,2024-11-26T21:58:21
Wild Bluff Wheat,PILSNER,728147468014,119,12.18,2022-09-09T23:58:45,2024-09-04T07:58:44
Dark Coast Porter,PALE_ALE,461828872017,170,13.97,2023-02-20T15:20:32,2024-04-29T09:26:11
Cloudy Valley Bock,SOUR,320622983278,305,14.26,2022-06-28T10:58:44,2023-02-12T14:27:32
Smooth Fox Pilsner,ALE,592608754056,485,13.95,2024-09-14T20:31:12,2024-11-01T19:22:06
Sweet Wolf Gose,LAGER,121211880435,59,7.01,2020-04-15T14:46:21,2023-12-27T20:34:32
Bold Lion Bock,PILSNER,840453208815,498,3.78,2020-06-23T08:46:41,2024-05-26T10:50:09
Rustic Fox Pilsner,IPA,649475044338,382,16.29,2021-06-07T03:36:29,2024-02-05T20:25:25
Hoppy Hawk Gose,SOUR,688390655301,392,11.59,2020-10-13T16:33:18,2021-11-25T11:16:19
Rustic River Lager,IPA,625257239592,207,19.29,2021-07-02T00:02:24,2024-09-07T18:18:13
Smooth Wolf Lager,WHEAT,949739154345,313,20.45,2020-03-05T07:39:18,2024-09-17T01:53:18
Roasted Peak Stout,WHEAT,242355072737,376,19.89,2024-10-26T00:20:25,2024-12-19T07:11:34
Dark Tiger IPA,LAGER,812745769739,80,18.9,2020-10-15T08:41:29,2023-07-22T23:48:59
Hoppy Dragon IPA,PALE_ALE,372678572837,161,15.66,2022-11-18T14:26:25,2022-12-09T16:07:48
Session Forest Bock,PORTER,684187795482,415,24.37,2024-07-12T14:18:49,2024-09-10T13:16:16
Imperial Fox Porter,IPA,838711675171,378,22.43,2022-07-08T10:56:02,2023-02-04T21:09:51
Sweet Mountain Stout,PALE_ALE,559822650266,143,12.02,2022-09-18T23:03:48,2024-03-30T06:06:00
Malty Creek Pilsner,PALE_ALE,179049202552,222,17.81,2023-02-09T08:39:13,2024-11-16T10:57:11
Imperial Hawk Sour,LAGER,645163567943,23,10.52,2022-03-11T12:41:12,2024-07-21T21:23:28
Bold Storm IPA,STOUT,843090699216,411,13.19,2021-11-27T11:30:56,2022-11-11T14:33:28
Bright Lion IPA,STOUT,986462712870,215,8.6,2024-09-23T13:23:52,2024-11-26T05:49:20
Sweet Ridge Pilsner,LAGER,968869286635,488,24.0,2022-06-03T22:31:02,2024-03-18T21:37:14
Wild Fox Gose,WHEAT,095078551194,249,23.36,2024-10-10T20:07:40,2024-12-11T16:18:16
Rustic Storm IPA,LAGER,515619204962,229,5.35,2020-02-26T23:24:48,2024-07-03T02:40:18
Ancient Storm Wheat,SOUR,168534885404,473,15.38,2023-04-10T15:42:07,2024-01-14T14:33:08
Wild Raven IPA,SOUR,203539747458,330,24.6,2024-12-12T20:29:51,2024-12-21T22:57:27
Rustic Eagle Bock,PALE_ALE,227618457135,382,21.84,2024-05-31T08:49:28,2024-11-24T02:48:19
Dark Creek IPA,PORTER,733322445048,167,20.78,2023-11-10T13:16:25,2023-12-07T15:21:59
Smooth Lion Porter,PALE_ALE,565516413984,67,23.49,2021-01-24T15:02:48,2021-04-21T06:10:29
Cloudy Creek Stout,IPA,384463005367,273,4.89,2023-08-07T10:46:16,2024-02-12T18:49:29
Bitter Peak Lager,WHEAT,796538735407,15,16.72,2023-08-06T22:03:30,2023-08-24T14:43:20
Cloudy Peak Sour,LAGER,814486202429,335,13.69,2023-08-01T23:05:21,2024-06-07T21:40:38
Crispy Tiger Bock,SOUR,834333396419,463,5.55,2020-01-31T12:48:38,2020-05-03T14:00:24
Roasted Hawk Bock,ALE,023560553223,30,13.93,2020-03-15T12:23:15,2023-03-21T20:13:01
Malty Dragon Lager,PORTER,754427481024,319,14.1,2024-02-12T15:41:48,2024-11-14T13:55:18
Hoppy Eagle Sour,LAGER,292860395904,331,24.21,2021-04-01T18:31:18,2022-06-12T04:19:18
Bold Raven Lager,ALE,139582179200,401,5.94,2024-02-20T23:31:57,2024-06-07T10:50:46
Cloudy Tiger Ale,GOSE,527964165774,236,8.95,2020-10-26T21:13:09,2021-10-08T03:43:09
Cloudy Lion IPA,PILSNER,243310538961,126,9.78,2021-04-07T16:18:20,2024-06-04T03:50:53
Bold Dragon Gose,STOUT,117899119175,375,19.01,2022-07-15T00:56:44,2022-12-15T05:37:09
Dark Wolf IPA,PILSNER,491031978498,331,22.57,2024-06-21T02:51:53,2024-08-10T03:38:26
Frosty Forest Sour,GOSE,093463019071,35,12.03,2021-03-09T20:30:17,2023-01-05T04:17:23
Imperial River Bock,GOSE,191460369946,452,22.51,2022-09-29T00:58:22,2022-11-30T03:12:32
Golden Dragon Stout,LAGER,494961468531,247,13.16,2023-08-16T17:26:00,2024-04-22T09:17:28
Hazy Lion Pilsner,SOUR,208595790198,241,24.3,2021-05-28T12:24:37,2024-08-02T17:35:03
Imperial Storm IPA,SOUR,328781854547,80,9.85,2022-02-19T07:03:02,2022-08-17T11:09:18
Malty Bear Bock,IPA,292514645246,489,24.6,2020-08-31T18:55:01,2024-07-05T20:57:34
Malty Peak Sour,LAGER,088228071599,355,21.59,2024-08-08T21:30:48,2024-08-13T03:18:49
Cloudy Raven Bock,PILSNER,282798801372,264,21.04,2024-11-14T18:39:55,2024-11-26T21:08:48
Bold Peak Pilsner,SOUR,484515674671,264,13.1,2020-03-02T05:51:43,2021-12-16T07:52:11
Hazy Fox Pilsner,PILSNER,034293914625,136,19.1,2021-04-27T19:58:24,2024-08-26T10:39:04
Amber Creek IPA,STOUT,938700726634,217,7.83,2024-07-14T21:35:12,2024-12-01T07:22:21
Bright Forest Stout,PALE_ALE,374991646838,337,8.91,2021-10-13T05:53:25,2023-12-31T15:24:54
Session Raven Porter,WHEAT,210982497356,223,5.02,2022-12-24T00:32:18,2023-07-23T05:53:30
Wild Wolf Wheat,PALE_ALE,726769733846,254,17.11,2023-02-25T09:49:40,2023-10-20T08:56:04
Malty Raven IPA,PILSNER,120214173171,477,8.27,2022-10-13T03:21:19,2024-05-14T20:39:20
Ancient Forest Gose,PORTER,898035289225,28,20.34,2022-09-13T12:06:54,2023-02-15T06:29:56
Hazy River IPA,GOSE,878748468621,173,20.93,2022-03-29T02:41:15,2022-09-29T11:41:31
Frosty Bluff Sour,PALE_ALE,667195040257,216,16.57,2023-07-26T06:41:37,2023-09-10T20:59:57
Sweet Bluff Ale,PALE_ALE,207605857228,341,23.88,2023-03-03T22:25:11,2024-02-29T09:21:44
Imperial Coast Ale,PALE_ALE,625955036867,30,21.95,2020-01-21T12:07:24,2020-05-01T15:07:44
Amber Eagle Porter,WHEAT,758677249133,25,12.3,2021-12-12T09:25:50,2023-06-12T10:22:43
Hoppy Creek Gose,PILSNER,104984989107,249,19.39,2023-01-23T11:38:43,2024-09-27T01:07:25
Malty Valley Ale,LAGER,904572503636,284,4.58,2024-01-10T02:15:14,2024-07-15T15:48:30
Rustic Forest Porter,PILSNER,112237530457,93,18.41,2022-10-06T08:25:31,2023-11-16T07:15:55
Bold Hawk Wheat,PALE_ALE,550478531416,190,20.39,2022-12-07T08:43:43,2023-04-24T12:47:44
Cloudy Eagle Ale,SOUR,269444683235,416,8.38,2022-08-15T01:31:48,2024-08-12T06:05:28
Bitter Ridge Bock,GOSE,817847020475,156,14.33,2023-09-04T21:07:41,2023-12-29T17:33:53
Smooth Tiger Lager,LAGER,656107423886,492,6.83,2024-02-24T14:49:35,2024-03-16T09:07:20
Imperial Valley Porter,ALE,813533271326,327,24.92,2022-03-30T19:49:07,2022-08-05T15:14:20
Session Coast Sour,WHEAT,429850379057,323,9.75,2022-04-15T22:43:35,2022-09-16T17:18:45
Imperial Bear Lager,GOSE,058304942655,252,19.4,2024-10-19T12:13:30,2024-10-29T22:26:12
Wild Fox Lager,PORTER,584221939827,494,14.29,2021-06-27T21:46:10,2023-11-12T09:47:37
Hazy Fox Ale,STOUT,406729382584,489,8.68,2020-04-19T12:39:16,2022-01-06T11:45:57
Bright Bluff Wheat,PORTER,993221091462,335,4.3,2022-12-14T04:21:03,2024-07-01T18:59:36
Malty Dragon Stout,IPA,108833793694,15,15.89,2021-01-23T06:32:29,2022-09-14T17:32:15
Bold Dragon Bock,SOUR,245583310798,134,23.79,2020-08-31T14:39:30,2023-06-05T11:46:26
Roasted Mountain Stout,GOSE,247293602667,55,7.83,2023-10-17T14:39:16,2024-09-24T13:27:29
Crispy Wolf Bock,LAGER,875564746559,239,19.04,2023-01-19T15:41:04,2023-05-03T12:23:34
Dark Bluff Porter,STOUT,850592939634,265,9.17,2021-08-11T21:08:09,2023-08-22T16:47:33
Hoppy Peak Porter,GOSE,443107328161,245,15.67,2021-03-11T11:27:37,2022-07-13T02:27:35
Rustic Raven Sour,STOUT,573734257450,234,22.12,2024-03-10T09:17:51,2024-09-28T13:41:32
Hazy Hawk Pilsner,SOUR,572182069341,484,7.52,2024-01-22T07:40:37,2024-10-16T09:52:11
Golden Bear Ale,IPA,255608706924,363,17.36,2022-04-08T07:22:44,2024-06-25T08:45:30
Smooth Falcon IPA,ALE,211866510658,389,24.59,2021-08-24T23:49:01,2022-12-10T13:22:54
Cloudy Valley Porter,WHEAT,450460398604,448,21.95,2021-03-18T17:57:06,2024-09-18T22:26:01
Rustic Dragon Lager,IPA,849112611212,53,10.74,2022-02-11T13:08:44,2022-02-21T10:35:21
Roasted Bluff Lager,PORTER,800889961124,215,10.13,2020-06-18T18:07:01,2022-03-25T09:47:18
Dark Ridge Wheat,STOUT,003239755840,452,12.31,2020-08-18T05:38:20,2021-04-19T16:14:54
Malty Valley Pilsner,LAGER,869079155083,325,17.45,2020-09-22T17:47:11,2023-10-21T02:31:21
Roasted Peak Sour,SOUR,672426165943,436,23.08,2023-06-11T02:18:45,2024-06-15T13:28:28
Session Forest Porter,GOSE,489095805258,77,18.92,2022-02-06T21:33:40,2022-08-24T15:57:05
Smooth River Pilsner,PALE_ALE,336370950136,222,15.3,2020-01-04T21:15:53,2022-09-01T09:11:19
Session Valley Pilsner,GOSE,546016735454,192,22.95,2022-12-30T11:43:05,2024-03-20T09:13:21
Bright Mountain Wheat,SOUR,446757946541,149,3.01,2020-09-21T03:59:43,2023-05-23T11:37:21
Frosty Ridge Sour,GOSE,275937213834,66,14.59,2020-05-26T17:07:09,2022-08-12T06:35:11
Hoppy Coast Pilsner,WHEAT,608330485988,301,6.77,2023-07-17T13:52:13,2023-09-11T03:03:59
Amber Creek Wheat,IPA,455872345336,97,17.81,2023-12-14T18:05:20,2024-02-28T02:01:37
Bold Coast Wheat,PORTER,553253920710,421,17.95,2022-07-14T08:59:57,2023-08-26T00:21:12
Frosty Mountain Gose,WHEAT,183353411309,23,14.58,2021-05-07T04:20:02,2021-09-30T06:44:05
Golden Valley Lager,WHEAT,952921070641,297,3.56,2020-09-01T19:27:48,2023-03-02T00:20:18
Session Falcon Sour,PILSNER,119348973385,18,5.31,2020-05-25T16:25:50,2023-05-25T11:12:26
Malty Bluff Stout,PALE_ALE,358120331579,442,19.06,2023-12-21T02:33:11,2024-11-23T00:28:46
Bright River Gose,STOUT,301147865004,471,11.86,2024-01-04T05:30:44,2024-01-18T07:03:10
Dark Creek Pilsner,PORTER,955412414801,44,17.21,2021-05-25T05:55:57,2024-02-28T16:59:48
Imperial Bear Pilsner,IPA,744901632074,161,19.14,2022-04-26T09:51:12,2024-11-05T04:04:28
Imperial Fox Porter,PORTER,609424128130,88,12.23,2023-07-08T02:17:41,2023-10-04T06:43:46
Frosty Hawk Gose,SOUR,406627937529,62,19.69,2021-04-10T20:19:09,2024-07-16T07:36:42
Dark Peak Lager,GOSE,917981456889,195,12.47,2022-06-13T17:17:46,2023-10-15T14:48:02
Cloudy Bluff Sour,WHEAT,120135595013,104,20.38,2023-05-29T14:18:02,2024-01-08T02:09:58
Sweet Lion IPA,STOUT,116852252860,142,19.55,2020-07-09T13:41:00,2023-12-16T03:49:01
Hoppy Bluff Bock,PORTER,548966561417,44,14.82,2021-04-11T17:30:29,2022-04-02T04:25:35
Cloudy Mountain Pilsner,PILSNER,996471007427,5,22.8,2020-02-16T18:05:16,2024-10-03T04:49:18
Bitter Fox Lager,ALE,864772270862,335,22.42,2021-10-11T07:50:12,2024-03-22T22:10:06
Cloudy Eagle Stout,WHEAT,020689433608,111,6.83,2023-07-21T21:42:36,2023-10-21T08:58:21
Frosty Forest Stout,WHEAT,748911243799,67,12.01,2024-06-28T02:16:49,2024-07-07T17:37:11
Hazy Coast Gose,GOSE,959350077434,461,15.14,2024-04-11T23:05:28,2024-11-11T12:32:39
Malty Ridge Bock,STOUT,792844355161,230,19.8,2020-09-15T07:17:35,2023-07-11T14:38:55
Ancient Storm Pilsner,LAGER,899927072446,12,20.78,2021-06-22T23:46:26,2024-11-22T05:52:00
Bright Mountain Pilsner,LAGER,429123737440,334,10.46,2024-01-23T03:52:38,2024-02-21T01:43:44
Imperial Peak Bock,LAGER,901457380170,416,5.79,2022-12-13T11:28:35,2023-05-10T07:54:59
Frosty Storm Porter,PILSNER,273110220354,12,3.87,2021-03-27T16:07:04,2024-12-22T18:57:31
Ancient Bear Gose,SOUR,312286363047,359,20.18,2023-04-05T17:47:06,2024-08-26T17:53:53
Crispy Storm Sour,STOUT,130925054042,262,21.87,2022-04-29T06:34:54,2023-10-24T23:42:58
Sweet River Bock,PALE_ALE,566963583578,282,19.95,2024-07-14T01:30:09,2024-11-05T21:02:06
Frosty Eagle Ale,SOUR,819779712594,179,19.82,2023-08-11T15:07:55,2024-07-12T20:41:30
Wild Mountain Lager,LAGER,900463893247,16,24.28,2021-08-21T08:20:21,2022-10-20T04:21:02
Hazy Hawk Stout,ALE,988996384392,307,6.23,2023-01-24T01:53:03,2023-06-28T00:03:00
Hoppy Forest Gose,PALE_ALE,581355106796,19,23.27,2022-10-25T22:11:29,2024-02-18T15:44:59
Ancient Coast Bock,PORTER,708231339115,281,23.13,2020-12-08T08:31:36,2022-07-17T20:54:39
Sweet Bluff Lager,ALE,165939408063,295,6.64,2021-06-16T07:00:29,2022-03-21T15:34:25
Hazy Dragon Ale,ALE,681303649628,113,18.24,2023-10-27T23:06:19,2024-07-01T21:24:53
Hoppy Eagle Sour,WHEAT,016544933314,384,13.4,2023-08-06T09:14:36,2024-03-20T23:23:20
Bright Forest Ale,SOUR,582804897187,169,21.45,2021-06-05T05:24:13,2023-12-30T10:20:42
Malty Fox Bock,PALE_ALE,550104795768,39,5.92,2022-03-20T00:01:05,2024-06-23T17:27:54
Bright Falcon Stout,PORTER,163772516850,70,16.12,2024-12-01T19:30:25,2024-12-24T22:39:08
Crispy Ridge Lager,SOUR,450411136291,26,17.33,2023-12-19T04:25:51,2024-11-24T12:40:40
Hoppy Raven Lager,STOUT,049013228993,316,20.51,2020-07-10T01:51:37,2024-12-29T20:01:41
Bright Ridge Porter,ALE,533808361098,359,23.11,2023-11-10T13:25:31,2024-08-12T18:06:16
Roasted Storm Wheat,SOUR,340649022850,402,21.9,2021-10-11T13:19:37,2024-11-11T19:30:18
Smooth Tiger Porter,GOSE,610210670223,428,19.24,2023-02-03T20:37:08,2024-01-19T15:16:18
Rustic Storm Porter,PILSNER,104109733419,5,23.96,2021-06-07T23:43:20,2022-10-14T14:14:50
Sweet Peak Porter,WHEAT,730372300478,486,17.89,2024-10-02T12:02:06,2024-11-09T00:11:25
Bitter Hawk Pilsner,GOSE,834645452401,281,17.32,2023-04-05T00:30:55,2023-04-23T16:02:51
Imperial Lion Bock,WHEAT,925389006062,317,4.36,2020-08-14T02:45:53,2023-08-06T18:03:10
Bright Wolf Porter,PILSNER,443384005231,351,6.38,2023-11-24T21:13:41,2024-05-13T22:37:25
Amber Mountain Pilsner,IPA,706980523256,344,15.05,2022-10-26T06:31:17,2023-05-03T17:16:07
Hoppy Peak Wheat,PALE_ALE,840034181052,295,24.78,2024-07-10T20:25:50,2024-07-27T12:22:26
Hoppy Valley Lager,PILSNER,510826930664,312,24.44,2021-09-30T15:39:36,2023-12-02T15:09:04
Dark Coast Bock,SOUR,654661550289,350,23.63,2020-12-21T14:07:57,2023-11-09T22:04:27
Bold Raven Ale,SOUR,282859187362,85,5.74,2023-04-27T18:36:01,2023-12-04T09:07:44
Hazy Creek Lager,WHEAT,957154118703,377,19.28,2024-03-09T03:25:01,2024-09-30T13:51:58
Crispy Eagle Stout,SOUR,164658353631,256,4.28,2021-03-10T17:16:46,2023-10-15T05:03:50
Session Hawk Gose,PALE_ALE,186812013144,466,19.78,2024-01-07T16:44:52,2024-02-18T14:19:03
Golden Fox Ale,GOSE,346526987781,24,8.07,2022-09-26T00:45:02,2024-08-12T22:55:24
Amber Eagle Porter,STOUT,482837868959,309,19.66,2022-02-26T02:13:05,2024-04-12T09:43:41
Amber Eagle Lager,PORTER,141831636734,367,14.3,2024-10-14T02:14:31,2024-11-30T01:46:51
Imperial Ridge Gose,SOUR,228610765897,370,13.89,2021-10-28T08:58:37,2022-08-17T11:17:46
Hoppy Creek Pilsner,PALE_ALE,322138998430,426,20.93,2023-10-09T14:39:06,2023-10-15T07:09:40
Frosty Storm IPA,SOUR,929373167758,77,9.29,2024-04-10T12:30:15,2024-04-17T20:32:03
Imperial River Gose,PILSNER,052948987978,182,17.07,2021-10-23T20:58:35,2024-03-03T18:19:01
